Condition,Drug,Indication,Type,Reviews,Effective,EaseOfUse,Satisfaction,Information
back pain,Acetaminophen,On Label,OTC,135 Reviews,3.07,3.85,3.15,"
					 This is a brand name drug and a generic may be available. The average cash price for 30 Tablet(s), 500mg each of the generic (acetaminophen) is $11.99. You can buy acetaminophen at the discounted price of $2.79 by using the WebMDRx coupon, a savings of 77%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
back pain,Capsaicin,On Label,OTC,127 Reviews,2.53,2.63,2.5,"
					This medication is used to treat minor aches and pains of the muscles/joints (e.g., arthritis, backache, sprains). This is a generic drug. The average cash price for 1 Tube, 60gm of 0.025% each of the generic (capsaicin) is $17.99. You can buy capsaicin at the discounted price of $9.49 by using the WebMDRx coupon, a savings of 47%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
back pain,Capsaicin,On Label,OTC,92 Reviews,2.74,3.71,2.66,"
					This medication is used to treat minor aches and pains of the muscles/joints (e.g., arthritis, backache, sprains). This is a generic drug. The average cash price for 1 Tube, 60gm of 0.025% each of the generic (capsaicin) is $17.99. You can buy capsaicin at the discounted price of $9.49 by using the WebMDRx coupon, a savings of 47%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
back pain,Acetaminophen,On Label,OTC,71 Reviews,3.31,4.06,3.13,"
					 This is a brand name drug and a generic may be available. The average cash price for 30 Tablet(s), 500mg each of the generic (acetaminophen) is $11.99. You can buy acetaminophen at the discounted price of $2.79 by using the WebMDRx coupon, a savings of 77%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
back pain,Acetaminophen,On Label,OTC,71 Reviews,3.31,4.06,3.13,"
					 This is a brand name drug and a generic may be available. The average cash price for 30 Tablet(s), 500mg each of the generic (acetaminophen) is $11.99. You can buy acetaminophen at the discounted price of $2.79 by using the WebMDRx coupon, a savings of 77%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
back pain,Acetaminophen,On Label,OTC,71 Reviews,3.31,4.06,3.13,"
					 This is a brand name drug and a generic may be available. The average cash price for 30 Tablet(s), 500mg each of the generic (acetaminophen) is $11.99. You can buy acetaminophen at the discounted price of $2.79 by using the WebMDRx coupon, a savings of 77%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
back pain,Acetaminophen,On Label,OTC,71 Reviews,3.31,4.06,3.13,"
					 This is a brand name drug and a generic may be available. The average cash price for 30 Tablet(s), 500mg each of the generic (acetaminophen) is $11.99. You can buy acetaminophen at the discounted price of $2.79 by using the WebMDRx coupon, a savings of 77%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
back pain,"Capsaicin-Menthol, Capsaicin",On Label,OTC,59 Reviews,2.47,3.47,2.16,"
					This medication is used to treat minor aches and pains of the muscles/joints (e.g., arthritis, backache, sprains). This is a generic drug. The average cash price for 1 Tube, 60gm of 0.025% each of the generic (capsaicin) is $17.99. You can buy capsaicin at the discounted price of $9.49 by using the WebMDRx coupon, a savings of 47%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
back pain,Capsaicin,On Label,OTC,22 Reviews,3.13,3.38,3.13,"
					This medication is used to treat minor aches and pains of the muscles/joints (e.g., arthritis, backache, sprains). This is a generic drug. The average cash price for 1 Tube, 60gm of 0.025% each of the generic (capsaicin) is $17.99. You can buy capsaicin at the discounted price of $9.49 by using the WebMDRx coupon, a savings of 47%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
back pain,Trolamine Salicylate,"
",OTC,22 Reviews,2.89,4,2.89,"
					 This is a brand name drug and a generic may be available. The average cash price for 1 Tube, 85gm of 10% each of the generic (trolamine salicylate) is $11.99. You can buy trolamine salicylate at the discounted price of $5.65 by using the WebMDRx coupon, a savings of 53%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
back pain,Trolamine Salicylate,"
",OTC,20 Reviews,4,4.8,4,"
					 This is a brand name drug and a generic may be available. The average cash price for 1 Tube, 85gm of 10% each of the generic (trolamine salicylate) is $11.99. You can buy trolamine salicylate at the discounted price of $5.65 by using the WebMDRx coupon, a savings of 53%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
back pain,Capsaicin-Methyl Sal-Menthol,On Label,OTC,16 Reviews,4.92,4.92,4.83,"
					 This is a brand name drug and a generic may be available. The average cash price for 1 Bottle, 60ml of 0.025-10-30%  each, is $313.47. You can buy Dendracin Neurodendraxcin at the discounted price of $209.16 by using the WebMDRx coupon, a savings of 33%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
back pain,Acetaminophen,On Label,OTC,16 Reviews,3.73,4.36,3.55,"
					 This is a brand name drug and a generic may be available. The average cash price for 30 Tablet(s), 500mg each of the generic (acetaminophen) is $11.99. You can buy acetaminophen at the discounted price of $2.79 by using the WebMDRx coupon, a savings of 77%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
back pain,Acetaminophen,On Label,OTC,15 Reviews,4.5,4,4.25,"
					 This is a brand name drug and a generic may be available. The average cash price for 30 Tablet(s), 500mg each of the generic (acetaminophen) is $11.99. You can buy acetaminophen at the discounted price of $2.79 by using the WebMDRx coupon, a savings of 77%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
back pain,Acetaminophen,On Label,OTC,15 Reviews,3,4.25,2.5,"
					 This is a brand name drug and a generic may be available. The average cash price for 30 Tablet(s), 500mg each of the generic (acetaminophen) is $11.99. You can buy acetaminophen at the discounted price of $2.79 by using the WebMDRx coupon, a savings of 77%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
back pain,Acetaminophen,On Label,OTC,13 Reviews,2.2,4,2.8,"
					 This is a brand name drug and a generic may be available. The average cash price for 30 Tablet(s), 500mg each of the generic (acetaminophen) is $11.99. You can buy acetaminophen at the discounted price of $2.79 by using the WebMDRx coupon, a savings of 77%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
back pain,Acetaminophen,On Label,OTC,11 Reviews,3.5,4,3.75,"
					 This is a brand name drug and a generic may be available. The average cash price for 30 Tablet(s), 500mg each of the generic (acetaminophen) is $11.99. You can buy acetaminophen at the discounted price of $2.79 by using the WebMDRx coupon, a savings of 77%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
back pain,Capsaicin,On Label,OTC,9 Reviews,2.33,3,2,"
					This medication is used to treat minor aches and pains of the muscles/joints (e.g., arthritis, backache, sprains). This is a generic drug. The average cash price for 1 Tube, 60gm of 0.025% each of the generic (capsaicin) is $17.99. You can buy capsaicin at the discounted price of $9.49 by using the WebMDRx coupon, a savings of 47%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
back pain,Trolamine Salicylate,"
",OTC,9 Reviews,4,5,3.75,"
					 This is a brand name drug and a generic may be available. The average cash price for 1 Tube, 85gm of 10% each of the generic (trolamine salicylate) is $11.99. You can buy trolamine salicylate at the discounted price of $5.65 by using the WebMDRx coupon, a savings of 53%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
Bacterial Conjunctivitis,Moxifloxacin,On Label,RX,93 Reviews,3.73,3.78,3.03,"
					 This is a generic drug. The average cash price for 1 Bottle, 3ml of 0.5% each of the generic (moxifloxacin hcl) is $74.99. You can buy moxifloxacin hcl at the discounted price of $34.89 by using the WebMDRx coupon, a savings of 53%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
Bacterial Conjunctivitis,Ciprofloxacin Hcl,On Label,RX,36 Reviews,2.83,3.21,2.52,"
					This medication is used to treat a variety of bacterial infections. This is a generic drug. The average cash price for 14 Tablet(s), 500mg each of the generic (ciprofloxacin hcl) is $18.75. You can buy ciprofloxacin hcl at the discounted price of $8.51 by using the WebMDRx coupon, a savings of 55%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
Bacterial Conjunctivitis,Ciprofloxacin Hcl,On Label,RX,36 Reviews,2.83,3.21,2.52,"
					This medication is used to treat a variety of bacterial infections. This is a generic drug. The average cash price for 14 Tablet(s), 500mg each of the generic (ciprofloxacin hcl) is $18.75. You can buy ciprofloxacin hcl at the discounted price of $8.51 by using the WebMDRx coupon, a savings of 55%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
Bacterial Conjunctivitis,Gentamicin,On Label,RX,36 Reviews,3,3.96,2.56,"
					This medication is used to treat bacterial infections (such as blepharitis, conjunctivitis) of the eye and the skin around the eyes (such as eyelids). This is a generic drug. The average cash price for 1 Bottle, 5ml of 0.3% each of the generic (gentamicin sulfate) is $22.99. You can buy gentamicin sulfate at the discounted price of $13.49 by using the WebMDRx coupon, a savings of 41%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
